,Rank,Player Name,Nation,Position,Squad,Competition,Age,Born,Matches Played,Starts,Minutes,90s,Goals,Assist,G+A,G-PK,Penalty Kicks Scored,Penalty Kicks Taken,Yellow Card,Red Card,xG,npxG,xAG,npxG+xAG,Prog Carry,Prog Pass,Prog Pass Rec,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Tackles Done,Tackles Won,Def 3rd Tackle,Mid 3rd Tackle,Att 3rd Tackle,Dribblers Tackled,Drib Tackle Attempt,Drib Tack Won%,Drib Tack Lost,Blocks Total,Shots Block,Pass Block,Intercept,Tack + Intercept,Clearance,Errors to shot
1168,1169,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-001,1998,2,2,148,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,5,9,13,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,2,1,0,2,0,1,1,100.0,0,1,1,0,0,2,4,1
1169,1170,James Maddison,eng ENG,MF,Tottenham,eng Premier League,27-314,1996,6,6,479,5.3,1,2,3,1,0,0,2,0,1.9,1.9,1.4,3.2,14,49,34,0.19,0.38,0.56,0.19,0.56,0.35,0.26,0.61,0.35,0.61,8,4,1,5,2,3,9,33.3,6,2,2,0,5,13,7,0
1170,1171,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23-240,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1171,1172,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22-206,2002,5,5,388,4.3,3,0,3,3,0,0,0,0,1.6,1.6,0.5,2.0,20,7,26,0.70,0.00,0.70,0.70,0.70,0.36,0.11,0.47,0.36,0.47,5,4,2,3,0,3,7,42.9,4,1,0,1,2,7,4,0
1172,1173,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27-082,1997,5,5,392,4.4,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,9,7,24,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.17,0.02,0.17,13,7,7,5,1,7,10,70.0,3,8,2,6,3,16,13,0
1173,1174,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26-288,1997,6,6,540,6.0,2,0,2,2,0,0,1,0,1.2,1.2,0.3,1.5,1,19,2,0.33,0.00,0.33,0.33,0.33,0.21,0.05,0.25,0.21,0.25,6,3,4,2,0,4,7,57.1,3,16,11,5,4,10,27,1
1174,1175,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,20-360,2003,5,2,163,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,10,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,12,8,3,8,1,7,8,87.5,1,1,0,1,4,16,0,1
1175,1176,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28-364,1995,5,2,207,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,2,2,1,1,0,0,0,,0,4,2,2,3,5,9,0
1176,1177,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26-125,1998,5,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,5,1,3,2,0,4,7,57.1,3,4,1,3,4,9,6,0
1177,1178,Frank Magri,cm CMR,FW,Toulouse,fr Ligue 1,25-028,1999,5,4,251,2.8,0,0,0,0,0,0,0,1,0.3,0.3,0.1,0.5,3,4,12,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.17,0.12,0.17,1,0,0,0,1,1,3,33.3,2,7,0,7,1,2,2,0
1178,1179,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31-211,1993,4,2,197,2.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,10,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,2,1,2,0,0,2,2,100.0,0,2,2,0,5,7,9,0
1179,1180,Jon Magunacelaya,es ESP,MF,Real Sociedad,es La Liga,24-081,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
1180,1181,Arne Maier,de GER,MF,Augsburg,de Bundesliga,25-268,1999,4,2,169,1.9,0,0,0,0,0,0,0,0,0.6,0.6,0.4,1.0,1,12,11,0.00,0.00,0.00,0.00,0.00,0.32,0.24,0.55,0.32,0.55,1,0,0,1,0,1,1,100.0,0,3,0,3,0,1,0,0
1181,1182,Mike Maignan,fr FRA,GK,Milan,it Serie A,29-091,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
1182,1183,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29-331,1994,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,2,4,0,0,2,3,66.7,1,8,4,4,9,13,20,0
1183,1184,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19-166,2005,6,6,487,5.4,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.8,5,20,10,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.14,0.02,0.14,14,11,10,3,1,10,14,71.4,4,4,1,3,14,28,1,1
1184,1185,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,27-034,1997,6,4,368,4.1,1,0,1,1,0,0,0,0,0.5,0.5,1.3,1.8,3,21,14,0.24,0.00,0.24,0.24,0.24,0.11,0.32,0.43,0.11,0.43,16,9,2,9,5,9,12,75.0,3,4,1,3,10,26,5,0
1185,1186,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,26-259,1998,2,2,121,1.3,2,0,2,1,1,1,0,0,1.1,0.4,0.0,0.4,2,1,2,1.49,0.00,1.49,0.74,0.74,0.85,0.00,0.85,0.26,0.26,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
1186,1187,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23-060,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.66,0.00,0.66,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,1,0
1187,1188,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26-076,1998,3,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,3,2,2,1,0,1,1,100.0,0,7,1,6,2,5,2,0
1188,1189,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23-124,2001,3,1,126,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,2,9,0,0.71,0.00,0.71,0.71,0.71,0.10,0.00,0.10,0.10,0.10,5,5,3,2,0,2,3,66.7,1,1,1,0,2,7,5,0
1189,1190,Daniel Maldini,it ITA,MF,Monza,it Serie A,22-357,2001,6,6,421,4.7,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,10,12,19,0.21,0.00,0.21,0.21,0.21,0.10,0.02,0.12,0.10,0.12,8,4,1,7,0,3,4,75.0,1,3,2,1,2,10,3,1
1190,1191,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,26-041,1998,4,3,266,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,10,5,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,4,3,2,2,0,1,3,33.3,2,5,2,3,3,7,3,0
1191,1192,Donyell Malen,nl NED,"FW,DF",Dortmund,de Bundesliga,25-267,1999,4,2,164,1.8,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,5,5,23,0.55,0.00,0.55,0.55,0.55,0.14,0.00,0.14,0.14,0.14,0,0,0,0,0,0,0,,0,2,0,2,1,1,1,0
1192,1193,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31-151,1993,5,2,224,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.7,1,19,6,0.00,0.00,0.00,0.00,0.00,0.06,0.21,0.26,0.06,0.26,8,6,2,5,1,2,3,66.7,1,1,0,1,1,9,3,0
1193,1194,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24-360,1999,5,4,287,3.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,7,0,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,6,3,4,2,0,5,7,71.4,2,3,0,3,4,10,16,0
1194,1195,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-003,2000,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
1195,1196,Dennis Man,ro ROU,FW,Parma,it Serie A,26-037,1998,6,6,476,5.3,3,1,4,3,0,0,0,0,1.8,1.8,1.6,3.5,19,18,42,0.57,0.19,0.76,0.57,0.76,0.35,0.31,0.66,0.35,0.66,2,2,1,0,1,2,4,50.0,2,1,1,0,1,3,1,0
1196,1197,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,24-279,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
1197,1198,Gianluca Mancini,it ITA,DF,Roma,it Serie A,28-168,1996,6,6,507,5.6,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,14,31,6,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,5,3,2,2,1,3,4,75.0,1,8,6,2,5,10,7,0
1198,1199,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39-188,1985,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1199,1200,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30-255,1994,8,5,452,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,19,4,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,9,5,4,4,1,4,7,57.1,3,6,3,3,8,17,18,0
1200,1201,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,32-346,1991,4,4,316,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,20,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,4,1,5,0,3,4,75.0,1,2,2,0,3,9,5,0
1201,1202,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-095,1997,5,4,267,3.0,0,0,0,0,0,0,3,0,0.1,0.1,0.7,0.8,4,13,2,0.00,0.00,0.00,0.00,0.00,0.05,0.22,0.27,0.05,0.27,1,0,0,0,1,0,1,0.0,1,3,1,2,5,6,4,1
1202,1203,Orel Mangala,be BEL,MF,Everton,eng Premier League,26-198,1998,3,2,199,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,12,1,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,5,2,0,5,0,1,2,50.0,1,0,0,0,8,13,0,0
1203,1204,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26-198,1998,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,1,0
1204,1205,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-150,1994,3,3,183,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,15,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,1,1,1,0,1,1,100.0,0,3,2,1,1,3,8,0
1205,1206,Johan Manzambi,ch SUI,FW,Freiburg,de Bundesliga,18-354,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1206,1207,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-099,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.94,0.94,0.94,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1207,1208,Sekou Mara,fr FRA,FW,Strasbourg,fr Ligue 1,22-064,2002,5,0,75,0.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,4,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,1,1,0,0,1,0,2,0.0,2,1,0,1,1,2,0,0
1208,1209,Marcão,br BRA,DF,Sevilla,es La Liga,28-119,1996,5,3,293,3.3,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,5,4,3,0,1,1,100.0,0,4,3,1,3,10,13,1
1209,1210,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,22-266,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1210,1211,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35-171,1989,4,4,326,3.6,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,2,18,10,0.00,0.28,0.28,0.00,0.28,0.00,0.03,0.03,0.00,0.03,9,5,4,5,0,6,10,60.0,4,4,0,4,10,19,7,0
1211,1212,Alberto Marí,es ESP,FW,Valencia,es La Liga,23-083,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1212,1213,Pablo Marí,es ESP,DF,Monza,it Serie A,31-032,1993,6,6,540,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,1,16,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,6,5,4,2,0,2,4,50.0,2,7,7,0,14,20,36,0
1213,1214,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29-256,1995,7,5,541,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,18,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,7,4,5,2,0,6,8,75.0,2,6,5,1,5,12,29,0
1214,1215,Mirko Marić,hr CRO,FW,Monza,it Serie A,29-139,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
1215,1216,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21-091,2003,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
1216,1217,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28-132,1996,6,5,434,4.8,1,0,1,1,0,0,2,0,0.5,0.5,0.9,1.4,9,20,10,0.21,0.00,0.21,0.21,0.21,0.11,0.18,0.29,0.11,0.29,9,5,2,6,1,6,11,54.5,5,2,0,2,1,10,6,1
1217,1218,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30-149,1994,2,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0,1,1,0,1,1,100.0,0,2,0,2,1,3,5,0
1218,1219,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,22-092,2002,6,6,494,5.5,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,3,24,6,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.06,0.01,0.06,12,4,8,3,1,4,6,66.7,2,7,2,5,8,20,16,0
1219,1220,Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,de Bundesliga,25-238,1999,5,5,411,4.6,6,3,9,5,1,1,0,0,3.5,2.7,3.7,6.4,23,11,33,1.31,0.66,1.97,1.09,1.75,0.77,0.82,1.59,0.60,1.41,4,2,0,2,2,0,1,0.0,1,4,1,3,0,4,1,0
1220,1221,Mario Maroto,es ESP,MF,Valladolid,es La Liga,20-309,2003,1,0,19,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,4.74,4.74,0.00,4.74,0.00,0.32,0.32,0.00,0.32,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0
1221,1222,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30-141,1994,5,4,358,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,8,30,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,5,3,2,2,1,2,2,100.0,0,7,3,4,1,6,10,0
1222,1223,Aarón Martín,es ESP,DF,Genoa,it Serie A,27-163,1997,5,5,450,5.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.7,15,18,16,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14,12,8,6,6,0,5,7,71.4,2,1,0,1,4,16,12,1
1223,1224,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22-163,2002,4,2,178,2.0,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,3,2,6,0.51,0.00,0.51,0.51,0.51,0.26,0.03,0.29,0.26,0.29,5,2,1,3,1,2,6,33.3,4,5,1,4,0,5,3,0
1224,1225,Gerard Martín,es ESP,DF,Barcelona,es La Liga,22-275,2002,7,3,255,2.8,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,3,11,22,0.00,0.35,0.35,0.00,0.35,0.00,0.11,0.11,0.00,0.11,3,1,2,1,0,3,5,60.0,2,5,1,4,2,5,9,0
1225,1226,Iván Martín,es ESP,MF,Girona,es La Liga,25-231,1999,7,7,564,6.3,1,0,1,1,0,0,0,0,0.6,0.6,0.6,1.2,11,34,21,0.16,0.00,0.16,0.16,0.16,0.10,0.09,0.20,0.10,0.20,10,6,6,3,1,4,9,44.4,5,7,1,6,3,13,2,0
1226,1227,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,18-275,2006,2,0,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,0,0,0,0,0,0,0,,0,1,1,0,1,1,6,0
1227,1228,Jonas Martin,fr FRA,"MF,FW",Brest,fr Ligue 1,34-176,1990,6,3,252,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,4,9,2,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.15,0.04,0.15,3,1,3,0,0,1,3,33.3,2,3,0,3,5,8,3,0
1228,1229,Mario Martín,es ESP,MF,Valladolid,es La Liga,20-211,2004,5,3,283,3.1,0,1,1,0,0,0,1,1,0.1,0.1,0.3,0.4,2,13,4,0.00,0.32,0.32,0.00,0.32,0.04,0.10,0.14,0.04,0.14,13,7,5,7,1,7,12,58.3,5,1,1,0,0,13,4,1
1229,1230,Gabriel Martinelli,br BRA,"MF,FW",Arsenal,eng Premier League,23-106,2001,6,5,409,4.5,1,2,3,1,0,0,0,0,0.6,0.6,1.6,2.3,26,6,47,0.22,0.44,0.66,0.22,0.66,0.14,0.36,0.50,0.14,0.50,5,4,0,1,4,3,6,50.0,3,2,0,2,0,5,8,0
1230,1231,Arnau Martinez,es ESP,DF,Girona,es La Liga,21-160,2003,5,3,278,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,31,11,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,8,6,4,2,2,5,7,71.4,2,0,0,0,0,8,9,1
1231,1232,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32-030,1992,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,2
1232,1233,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33-138,1991,7,7,620,6.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,9,54,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,7,4,5,2,0,3,3,100.0,0,2,2,0,3,10,26,0
1233,1234,Javi Martínez,es ESP,MF,Osasuna,es La Liga,24-285,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1234,1235,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27-041,1997,5,5,397,4.4,2,1,3,2,0,0,0,0,1.5,1.5,0.9,2.4,4,9,21,0.45,0.23,0.68,0.45,0.68,0.34,0.21,0.55,0.34,0.55,2,2,1,1,0,0,2,0.0,2,1,0,1,1,3,1,0
1235,1236,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26-258,1998,6,6,526,5.8,0,0,0,0,0,0,3,0,0.8,0.8,0.1,0.9,3,29,2,0.00,0.00,0.00,0.00,0.00,0.13,0.02,0.15,0.13,0.15,9,6,8,0,1,5,11,45.5,6,5,2,3,17,26,14,1
1236,1237,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28-145,1996,5,3,219,2.4,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,1,10,2,0.41,0.00,0.41,0.41,0.41,0.30,0.01,0.30,0.30,0.30,10,5,8,2,0,7,12,58.3,5,4,2,2,1,11,17,0
1237,1238,Toni Martínez,es ESP,FW,Alavés,es La Liga,27-094,1997,5,2,218,2.4,2,0,2,2,0,0,0,0,1.1,1.1,0.3,1.4,1,1,10,0.83,0.00,0.83,0.83,0.83,0.45,0.11,0.56,0.45,0.56,3,2,0,1,2,0,1,0.0,1,3,1,2,0,3,4,0
1238,1239,Kevin Martins,it ITA,DF,Monza,it Serie A,19-245,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1239,1240,Javi Martón,es ESP,FW,Athletic Club,es La Liga,25-149,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1240,1241,Adam Marušić,me MNE,DF,Lazio,it Serie A,31-351,1992,6,2,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,11,7,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,1,0,0,1,0,1,4,25.0,3,1,0,1,3,4,6,0
1241,1242,Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24-091,2000,6,5,409,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.6,17,11,24,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,10,5,5,3,2,5,16,31.3,11,4,1,3,5,15,13,0
1242,1243,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31-243,1993,7,4,381,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,3,11,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,8,3,5,3,0,4,8,50.0,4,8,5,3,7,15,18,1
1243,1244,Adam Masina,ma MAR,DF,Torino,it Serie A,30-274,1994,6,6,540,6.0,0,2,2,0,0,0,0,0,0.0,0.0,0.2,0.3,5,22,3,0.00,0.33,0.33,0.00,0.33,0.01,0.04,0.05,0.01,0.05,8,6,8,0,0,5,10,50.0,5,5,3,2,4,12,22,1
1244,1245,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,25-315,1998,4,4,285,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,18,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,3,3,2,1,0,2,4,50.0,2,6,5,1,4,7,14,0
1245,1246,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31-330,1992,6,6,540,6.0,0,2,2,0,0,0,2,0,0.1,0.1,0.4,0.5,7,23,9,0.00,0.33,0.33,0.00,0.33,0.02,0.07,0.09,0.02,0.09,11,6,5,5,1,8,8,100.0,0,6,3,3,11,22,11,2
1246,1247,Jaime Mata,es ESP,FW,Las Palmas,es La Liga,35-344,1988,7,2,186,2.1,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,2,11,0.00,0.00,0.00,0.00,0.00,0.17,0.02,0.19,0.17,0.19,1,0,1,0,0,1,5,20.0,4,2,0,2,1,2,0,0
1247,1248,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21-185,2003,5,1,145,1.6,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.8,2,2,12,0.62,0.00,0.62,0.62,0.62,0.45,0.02,0.47,0.45,0.47,1,0,0,1,0,0,0,,0,1,0,1,0,1,3,0
1248,1249,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22-018,2002,6,2,204,2.3,0,1,1,0,0,0,1,0,0.6,0.6,1.0,1.6,2,10,10,0.00,0.44,0.44,0.00,0.44,0.27,0.45,0.73,0.27,0.73,10,6,3,6,1,0,1,0.0,1,5,0,5,1,11,0,0
1249,1250,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,22-230,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
